,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
3491,1897343,2,MA,21,S2994,B,1,S,52,S,52,To increase access to blood donation,To increase access to blood donation
3492,1738783,1,MA,21,H468,B,1,H,51,H,51,Establishing a special commission on creating a more diversified teaching workforce in the Commonwealth,Relative to establishing a special commission (including members of the General Court) on creating a more diversified teaching workforce. Education.
3493,1741103,1,MA,21,H2142,B,1,H,51,H,51,Relative to the presence of chaperones,Relative to the presence of chaperones during certain medical examinations. Public Health.
3494,1739789,1,MA,21,H3306,B,1,H,51,H,51,Concerning the safety of school children embarking and disembarking school buses,Relative to the safety of school children embarking and disembarking school buses. Transportation.
3495,1885167,1,MA,21,S2899,B,1,S,52,S,52,Similar Bills,Similar Bills
3496,1737255,1,MA,21,S2285,B,1,S,52,S,52,Electrifying Regional Transit Authorities,For legislation to electrify Regional Transit Authorities. Transportation.
3497,1750876,1,MA,21,H3658,B,1,H,51,H,51,Establishing tax credits for the adoption of cats and dogs,Relative to establishing tax credits for the adoption of cats and dogs. Revenue.
3498,1884490,4,MA,21,H4865,B,1,H,51,H,51,To amend chapter 336 of the acts of 2004 relative to the sale of alcoholic beverages to be drunk on the premises of clubs or veterans' organizations in the town of Natick,To amend chapter 336 of the acts of 2004 relative to the sale of alcoholic beverages to be drunk on the premises of clubs or veterans' organizations in the town of Natick
3499,1861106,1,MA,21,S2600,B,1,S,52,S,52,Enhancing school bus safety,"For legislation relative to school bus safety, report the accompanying bill (Senate, No. 2600)."
3500,1741485,1,MA,21,H1534,B,1,H,51,H,51,To protect residents and law enforcement officers in the Commonwealth,Relative to the classification of arrest warrants. The Judiciary.
3501,1736627,1,MA,21,S2142,B,1,S,52,S,52,Relative to the Energy Facilities Siting Board,"For legislation to further regulate the Energy Facilities Siting Board within the Department of Public Utilities. Telecommunications, Utilities and Energy."
3502,1738975,1,MA,21,H625,B,1,H,51,H,51,Relative to stabilizing nursing home facilities,Relative to stabilizing nursing home facilities. Elder Affairs.
3503,1883622,4,MA,21,H4799,B,1,H,51,H,51,Making appropriations for the fiscal year 2024 to provide for supplementing certain existing appropriations and for certain other activities and projects,Making appropriations for the fiscal year 2024 to provide for supplementing certain existing appropriations and for certain other activities and projects
3504,1741569,1,MA,21,H3031,B,1,H,51,H,51,Relative to the 401(k) CORE program,Relative to administering the deferred compensation program. State Administration and Regulatory Oversight.
3505,1777567,4,MA,21,H4085,B,1,H,51,H,51,Establishing a sick leave bank for Matthew McRae,Establishing a sick leave bank for Matthew McRae
3506,1880571,4,MA,21,H4687,B,1,H,51,H,51,"Authorizing the town of Northfield to continue the employment of Floyd Dunnell, III","That the town of Northfield be authorized to continue the employment of Floyd Dunnell, III as fire chief of said town. Public Service. [Local Approval Received.]"
3507,1733518,1,MA,21,S2041,B,1,S,52,S,52,Relative to Commonwealth building projects,For legislation to further regulate public building projects. State Administration and Regulatory Oversight.
3508,1844504,1,MA,21,S2641,B,1,S,52,S,52,Site Information & Links,Site Information & Links
3509,1738021,4,MA,21,H283,B,1,H,51,H,51,Authorizing the town of Raynham to grant additional licenses for the sale of all alcoholic beverages not to be drunk on the premises,That the town of Raynham be authorized to grant two additional licenses for the sale of all alcoholic beverages not to be drunk on the premises in said town. Consumer Protection and Professional Licensure. [Local Approval Received.]
3510,1736757,1,MA,21,S1846,B,1,S,52,S,52,Establishing a tax on local revenues from digital advertising,For legislation to establish a tax on local revenues from digital advertising. Revenue.
3511,1734056,1,MA,21,S2330,B,1,S,52,S,52,Relative to public employee benefits for military service members on active duty,For legislation relative to public employee benefits for military service members on active duty. Veterans and Federal Affairs.
3512,1742481,2,MA,21,H2716,B,1,H,51,H,51,Relative to the town of Blandford volunteer fire department,That the town of Blandford be authorized to establish a program for certain members of the Blandford volunteer fire department to reduce the real property tax obligations or the motor vehicle and trailer excise tax obligations of such volunteers in exchange for their volunteer service. Revenue.
3513,1734085,1,MA,21,S1573,B,1,S,52,S,52,Relative to the safety of children in school buses,For legislation relative to the safety of children in school buses. Public Safety and Homeland Security.
3514,1754345,1,MA,21,H3756,B,1,H,51,H,51,Relative to full funding of regional school district transportation,Relative to providing for full funding of regional school district transportation. Education.
3515,1736041,1,MA,21,S87,B,1,S,52,S,52,Providing for coordinated data and assistance to address family homelessness,"For legislation to provide for coordinated data and assistance to address family homelessness. Children, Families and Persons with Disabilities."
3516,1733894,1,MA,21,S2016,B,1,S,52,S,52,To ensure gender parity and racial and ethnic diversity on public boards and commissions,For legislation to ensure gender parity and racial and ethnic diversity on public boards and commissions. State Administration and Regulatory Oversight.
3517,1857270,1,MA,21,H4441,B,1,H,51,H,51,"Providing for payment by the Commonwealth of wages for members of the United States Coast Guard during the shut-down, so-called, of the United States Government","Providing for payment by the Commonwealth of wages for members of the United States Coast Guard during the shut-down, so-called, of the United States Government"
3518,1886375,1,MA,21,H5009,B,1,H,51,H,51,Directing the city of Boston Police Department to waive the maximum age requirement for police officers for Max Handerson,"That the city of Boston be authorized to appoint Max Handerson a police officer, notwithstanding the maximum age requirement. Public Service. [Local Approval Received.]"
3519,1736496,1,MA,21,S1234,B,1,S,52,S,52,To provide more focused care to individuals suffering from mental health and substance related disabilities,"For legislation to provide more focused care to individuals suffering from mental health and substance related disabilities. Mental Health, Substance Use and Recovery."
3520,1736072,1,MA,21,S759,B,1,S,52,S,52,Requiring equitable access to behavioral health services for MassHealth consumers,For legislation to provide equitable access to behavorial health for MassHealth consumers. Health Care Financing.
3521,1889277,1,MA,21,H5071,B,1,H,51,H,51,Relative to retirement benefits for Thomas Brian Donnelly,"By Representative Gifford of Wareham, a petition (subject to Joint Rule 12) of Susan Williams Gifford that the Teachers’ Retirement Board be directed to grant Thomas Brian Donnelly one year of creditable service and recalculate his superannuation retirement allowance. Public Service."
3522,1737024,1,MA,21,S1430,B,1,S,52,S,52,Relative to hormonal contraceptives,For legislation relative to hormonal contraceptives. Public Health.
3523,1740945,1,MA,21,H1773,B,1,H,51,H,51,To promote correctional personnel safety,"Relative to penalties for persons confined to correctional facilities who commit assault or assault and battery by means of dangerous weapons upon officers, other employees, volunteers or employees of contractors. The Judiciary."
3524,1885444,1,MA,21,H4978,B,1,H,51,H,51,Similar Bills,Similar Bills
3525,1737559,1,MA,21,H763,B,1,H,51,H,51,Relative to DCR yacht club fees reflecting waterway access,Relative to the lease of property used by non-profit yacht clubs and other non-profit organizations operating boating programs. Environment and Natural Resources.
3526,1866312,1,MA,21,H4509,B,1,H,51,H,51,Amending the charter of the town of Sandwich,"By Representative Xiarhos of Barnstable, a petition of Steven George Xiarhos (by vote of the town) that the charter of the town of Sandwich to be amended to change the town clerk position from an appointed position to an elected position. Municipalities and Regional Government. [Local Approval Received.]"
3527,1738426,1,MA,21,H967,B,1,H,51,H,51,Improving access to breast pumps,Relative to healthcare coverage and access to breast pumps. Financial Services.
3528,1736506,1,MA,21,S2039,B,1,S,52,S,52,Relative to competition for specification of alternative types of culvert pipes,For legislation relative to competition for specification of alternative types of culvert pipes. State Administration and Regulatory Oversight.
3529,1740417,1,MA,21,H2968,B,1,H,51,H,51,To incentivize employer-provided childcare,Relative to employer-provided childcare tax credits. Revenue.
3530,1866347,2,MA,21,H4490,B,1,H,51,H,51,Relative to the safe operation of motor vehicles,Relative to the safe operation of motor vehicles
3531,1733688,1,MA,21,S1083,B,1,S,52,S,52,Relative to the efficient management and operation of the registries of probate,For legislation relative to the efficient management and operation of the registries of probate. The Judiciary.
3532,1885441,1,MA,21,H4963,B,1,H,51,H,51,Similar Bills,Similar Bills
3533,1880897,1,MA,21,H4692,B,1,H,51,H,51,Similar Bills,Similar Bills
3534,1741426,1,MA,21,H2797,B,1,H,51,H,51,Creating a tax credit for remote learning expenses,For legislation to create a tax credit for remote learning expenses. Revenue.
3535,1740702,1,MA,21,H2642,B,1,H,51,H,51,Relative to retirement systems and pensions for correctional officers,Relative to retirement systems and pensions for correctional officers. Public Service.
3536,1734029,1,MA,21,S1369,B,1,S,52,S,52,To establish a pilot program for specialty pharmacy in urology,For legislation to establish a pilot program for specialty pharmacy in urology. Public Health.
3537,1835139,1,MA,21,H4295,B,1,H,51,H,51,To promote transparent and equitable reimbursement for services provided by Advanced Practice Registered Nurses (APRNs),Relative to health insurance reimbursements for services provided by advanced practice registered nurses. Financial Services.
3538,1857152,1,MA,21,S2593,B,1,S,52,S,52,To prevent the imposition of mandatory minimum sentences based on juvenile adjudications,"For legislation to prevent the imposition of mandatory minimum sentences based on juvenile adjudications; and of Frank A. Moran and others relative to mandatory minimum sentences based on juvenile adjudications, report the accompanying bill (Senate, No. 2593)."
3539,1741081,1,MA,21,H1452,B,1,H,51,H,51,To stop mass shootings,For legislation to further regulate the manufacturing of assault weapons and large capacity feeding devices. The Judiciary.
3540,1739038,1,MA,21,H636,B,1,H,51,H,51,Relative to LGBT and HIV-positive seniors in the commonwealth,"Relative to racial and ethnic status, sexual orientation, gender identity or expression or HIV status of seniors. Elder Affairs."
3541,1740197,1,MA,21,H2724,B,1,H,51,H,51,Relative to the housing development incentive program,Relative to the housing development tax credit incentive program. Revenue.
3542,1735370,1,MA,21,S1318,B,1,S,52,S,52,To improve parking and pedestrian safety,For legislation to improve parking and pedestrian safety. Municipalities and Regional Government.
3543,1742091,1,MA,21,H2259,B,1,H,51,H,51,To establish a division of indoor environments within the Department of Public Health,For legislation to establish a division of indoor environments within the Department of Public Health. Public Health.
3544,1754325,1,MA,21,H3764,B,1,H,51,H,51,Relative to parental notification about student health evaluations,Relative to parental notification about student health evaluations. Public Health.
3545,1739762,1,MA,21,H1804,B,1,H,51,H,51,To eliminate standard conditions in probation,For legislation to eliminate standard conditions in probation. The Judiciary.
3546,1739695,1,MA,21,H3042,B,1,H,51,H,51,Ensuring uniformity in education discrimination complaint procedures,For legislation to ensure uniformity in education discrimination complaint procedures. State Administration and Regulatory Oversight.
3547,1876069,1,MA,21,H4604,B,1,H,51,H,51,"REPORT of the SPECIAL JOINT COMMITTEE on INITIATIVE PETITIONS on the INITIATIVE PETITION of DEBORAH THERESE MCCARTHY AND OTHERS FOR THE PASSAGE OF AN ACT REQUIRING THAT DISTRICTS CERTIFY THAT STUDENTS HAVE MASTERED THE SKILLS, COMPETENCIES AND KNOWLEDGE OF THE STATE STANDARDS AS A REPLACEMENT FOR THE MCAS GRADUATION REQUIREMENT (see House, No. 4252)","REPORT of the SPECIAL JOINT COMMITTEE on INITIATIVE PETITIONS on the INITIATIVE PETITION of DEBORAH THERESE MCCARTHY AND OTHERS FOR THE PASSAGE OF AN ACT REQUIRING THAT DISTRICTS CERTIFY THAT STUDENTS HAVE MASTERED THE SKILLS, COMPETENCIES AND KNOWLEDGE OF THE STATE STANDARDS AS A REPLACEMENT FOR THE MCAS GRADUATION REQUIREMENT (see House, No. 4252)"
3548,1886730,1,MA,21,H4737,B,1,H,51,H,51,"Tolls, traffic, and license plates","Tolls, traffic, and license plates"
3549,1751070,1,MA,21,H3637,B,1,H,51,H,51,Relative to fusion centers,Relative to state police criminal intelligence information fusion centers. Public Safety and Homeland Security.
3550,1740753,1,MA,21,H3237,B,1,H,51,H,51,To establishing a moratorium on new gas system expansion,"Relative to establishing a moratorium on new gas system expansion. Telecommunications, Utilities and Energy."
3551,1702168,1,MA,21,H39,B,1,H,51,H,51,"Proposal for a legislative amendment to the Constitution Proposal for a legislative amendment to the Massachusetts Constitution, for a Constitutional right to employable skills training",Relative to a Constitutional right to employable skills training. Labor and Workforce Development.
3552,1733865,1,MA,21,S1717,B,1,S,52,S,52,"Authorizing the state retirement board to retire Jamie J. Magarian, a uniformed member of the Department of State Police at the regular rate of compensation","For legislation to authorize the state retirement board to retire Jamie J. Magarian, a uniformed member of the Department of State Police at the regular rate of compensation. Public Service."
3553,1889286,2,MA,21,H5070,B,1,H,51,H,51,Authorizing Juan Jimenez to take the civil service examination for the position of firefighter in the city of Haverhill notwithstanding the maximum age requirement,For legislation to authorize Juan Jimenez to take the civil service examination for the position of firefighter in the city of Haverhill notwithstanding the maximum age requirement. Public Service. [Local Approval Received.]
3554,1733799,1,MA,21,S2299,B,1,S,52,S,52,Relative to motorcycle safety,For legislation relative to motorcycle awareness instruction. Transportation.
3555,1741213,1,MA,21,H3342,B,1,H,51,H,51,Relative to roadway damage,Relative to roadway damage caused by certain motor vehicle accidents. Transportation.
3556,1880200,1,MA,21,S2795,B,1,S,52,S,52,Order relative to authorizing the joint committee on Health Care Financing to make an investigation and study of certain current Senate documents relative to the health care financing matters.,"Relative to emergency medical services oversight (Senate, No. 2739); and to improve oral health for all Massachusetts residents (Senate, No. 2795) , reports the accompanying Order (Senate, No. 2795)."
3557,1864355,1,MA,21,S2638,B,1,S,52,S,52,Relative to fairness in debt collection,"For legislation relative to fairness in debt collection, report the accompanying bill (Senate, No. 2638)."
3558,1740764,1,MA,21,H3064,B,1,H,51,H,51,Relative to online posting of CMRs,Relative to the online posting of Commonwealth of Massachusetts Regulations. State Administration and Regulatory Oversight.
3559,1885310,1,MA,21,S2921,B,1,S,52,S,52,Site Information & Links,Site Information & Links
3560,1738598,1,MA,21,H199,B,1,H,51,H,51,To let kids play,"By Representative Lewis of Framingham, a petition of Jack Patrick Lewis, Natalie M. Higgins and James K. Hawkins that certain retail department stores be prohibited from dividing the display of certain childcare items into sections by gender. Children, Families and Persons with Disabilities."
3561,1739718,1,MA,21,H2497,B,1,H,51,H,51,Relative to the retirement benefits of certain employees of the department of mental health,Relative to the retirement benefits of bargaining unit 8 employees within the Department of Mental Health. Public Service.
3562,1893080,1,MA,21,H5112,B,1,H,51,H,51,"Message from Her Excellency the Governor returning with recommendation of amendment of sections 221, 222 and 223 of the engrossed Bill relative to strengthening Massachusetts’ economic leadership (House, No. 5100)","Relative to strengthening Massachusetts’ economic leadership (House, No. 5100). November 20, 2024."
3563,1739850,1,MA,21,H3531,B,1,H,51,H,51,Relative to headstones for long-serving or perished members of the Massachusetts National Guard,For legislation to provide for the furnishing of headstones for deceased members of the National Guard. Veterans and Federal Affairs.
3564,1736486,1,MA,21,S296,B,1,S,52,S,52,Relative to universal prekindergarten access,For legislation relative to universal prekindergarten access. Education.
3565,1738812,1,MA,21,H312,B,1,H,51,H,51,Relative to retailer-backed coupons,Relative to the use of retailer-backed coupons by licensees authorized to sell alcoholic beverages at retail for off-premises consumption. Consumer Protection and Professional Licensure.
3566,1737112,1,MA,21,S1986,B,1,S,52,S,52,To promote public procurement and inclusive entrepreneurship,For legislation to promote public procurement and inclusive entrepreneurship. State Administration and Regulatory Oversight.
3567,1736343,1,MA,21,S287,B,1,S,52,S,52,Relative to student representative relative to student representative voting rights,For legislation relative to student representative voting rights. Education.
3568,1741222,1,MA,21,H2788,B,1,H,51,H,51,Empowering cities and towns to impose a mansion fee to support affordable housing,Relative to empowering cities and towns to impose a mansion fee to support affordable housing. Revenue.
3569,1736744,1,MA,21,S1478,B,1,S,52,S,52,Relative to military grade controlled property,For legislation relative to military grade controlled property. Public Safety and Homeland Security.
3570,1739071,1,MA,21,H788,B,1,H,51,H,51,Protecting public drinking water by further regulating solid waste disposal facilities,For legislation to further regulate the building or expansion of solid waste disposal facilities. Environment and Natural Resources.
3571,1889601,1,MA,21,S2972,B,1,S,52,S,52,Joint Rule 12A,Relative to Joint Rule 12A.
3572,1711281,1,MA,21,H56,B,1,H,51,H,51,"Joint Rules of the Senate and House of Representatives for the 193rd General Court for the 2023-2024 legislative sessions, insomuch as relates to “portions of Joint Rule 1”","Joint Rules of the Senate and House of Representatives for the 193rd General Court for the 2023-2024 legislative sessions, insomuch as relates to “portions of Joint Rule 1”"
3573,1885206,4,MA,21,H4944,B,1,H,51,S,52,Authorizing the town of Brookline to convey a parcel of land to the Pierce School Building Committee to install subsurface geothermal wells,"Substituted, on motion of Mr. Walsh of Peabody, for a bill with the same title (House No. 4723) [Local Approval Received]. July 30, 2024."
3574,1737169,1,MA,21,S972,B,1,S,52,S,52,Relative to retirement reporting,For legislation relative to retirement reporting. The Judiciary.
3575,1736984,1,MA,21,S1760,B,1,S,52,S,52,Establishing a municipal tax assessment increase limit,For legislation to establish a municipal tax assessment increase limit. Revenue.
3576,1742821,1,MA,21,H1484,B,1,H,51,H,51,Resolutions requesting the Governor to remove Justice Patricia A. Gorman from the Dukes County Probate and Family Court,"By Representative Fernandes of Falmouth (by request), a petition of Debra Annemarie Metell for adoption of resolutions requesting the Governor (with consent of the council) to remove First Justice Patricia A. Gorman from the Norfolk County Probate and Family Court. The Judiciary."
3577,1739631,1,MA,21,H2534,B,1,H,51,H,51,"Relative to ""Critical Incident Leave""",For legislation to regulate administrative leaves involving events during which officers discharge firearms. Public Service.
3578,1736714,1,MA,21,S107,B,1,S,52,S,52,Relative to cueing and supervision in the PCA program,"For legislation relative to cueing and supervision in the personal care attendant program. Children, Families and Persons with Disabilities."
3579,1823682,1,MA,21,H4269,B,1,H,51,H,51,To facilitate student financial assistance,To facilitate student financial assistance
3580,1780058,1,MA,21,S2460,B,1,S,52,S,52,Protecting seniors and adults with disabilities from financial exploitation,For legislation to protect seniors and adults with disabilities from financial exploitation. Elder Affairs.
3581,1742501,1,MA,21,H2923,B,1,H,51,H,51,Establishing a local option gas tax,For legislation to establish a local option gas tax. Revenue.
3582,1737134,1,MA,21,S934,B,1,S,52,S,52,Relative to the elective share of surviving spouses,For legislation relative to the elective share of surviving spouses. The Judiciary.
3583,1737645,1,MA,21,H682,B,1,H,51,H,51,Relative to absentee voting,Relative to absentee voting. Election Laws.
3584,1742498,1,MA,21,H3371,B,1,H,51,H,51,Relative to training tomorrow’s trucking industry workforce,For legislation to establish the trucking industry workforce training fund. Transportation.
3585,1733897,1,MA,21,S1381,B,1,S,52,S,52,To increase access to disposable menstrual products,For legislation to increase access to disposable menstrual products. Public Health.
3586,1742121,1,MA,21,H2371,B,1,H,51,H,51,To provide reproductive health care to incarcerated individuals,For legislation to provide reproductive health care to incarcerated individuals. Public Safety and Homeland Security.
3587,1739077,1,MA,21,H1265,B,1,H,51,H,51,Relative to debt-free public higher education,For legislation to establish a grant program to pay the equivalent of tuition and mandatory fees to eligible students at Massachusetts public higher education institutions. Higher Education.
3588,1736259,1,MA,21,S1441,B,1,S,52,S,52,Establishing a newborn health and safe sleep pilot program,For legislation to establish a newborn health and safe sleep pilot program. Public Health.
3589,1741969,1,MA,21,H1344,B,1,H,51,H,51,Establishing an affordable housing qualification commission,For legislation to establish a special commission (including members of the General Court) on affordable housing qualification. Housing.
3590,1736754,1,MA,21,S1940,B,1,S,52,S,52,Increasing the conservation land tax credit,For legislation to increase the conservation land tax credit. Revenue.
3591,1739239,1,MA,21,H1256,B,1,H,51,H,51,Relative to the Massachusetts State College Building Authority,Relative to the Massachusetts State College Building Authority. Higher Education.
3592,1703905,1,MA,21,S21,B,1,S,52,S,52,Site Information & Links,Site Information & Links
3593,1742419,1,MA,21,H1852,B,1,H,51,H,51,Relative to youth soccer referees,Relative to the employment of certain youth sports referees. Labor and Workforce Development.
3594,1739252,1,MA,21,H188,B,1,H,51,H,51,Establishing guardians as providers of medical care to support the rights of incapacitated persons,"Relative to establishing guardians as providers of medical care to support the rights of incapacitated persons. Children, Families and Persons with Disabilities."
3595,1733919,1,MA,21,S185,B,1,S,52,S,52,Relative to advancing the profession of commercial interior design,For legislation relative to advancing the profession of interior design. Consumer Protection and Professional Licensure.
3596,1738695,1,MA,21,H3125,B,1,H,51,H,51,Authorizing the release of a certain sewer easement in the town of Norfolk,"By Representative Vaughn of Wrentham, a petition of Marcus S. Vaughn that the commissioner of the Division of Capital Asset Management and Maintenance be authorized to release a certain sewer easement in the town of Norfolk. State Administration and Regulatory Oversight."
3597,1736106,1,MA,21,S50,B,1,S,52,S,52,Further defining eligibility for medical use marijuana,For legislation to further defining eligibility for medical use marijuana. Cannabis Policy.
3598,1733756,1,MA,21,S547,B,1,S,52,S,52,"To protect open space, historical resources, and community housing from coastal threats",For legislation relative to community preservation funds for seawall repairs. Environment and Natural Resources.
3599,1737506,1,MA,21,H783,B,1,H,51,H,51,Relative to the pesticide board,For legislation to establish the pesticide control modernization and environmental protection task force. Environment and Natural Resources.
3600,1736103,1,MA,21,S1204,B,1,S,52,S,52,To exempt ski volunteers from minimum wage,For legislation to exempt ski volunteers from minimum wage. Labor and Workforce Development.
3601,1880890,1,MA,21,S2785,B,1,S,52,S,52,To provide more timely treatment of inpatient mental health care,"For legislation to provide more timely treatment of inpatient mental health care; and of Kay Khan, Samantha Montaño and Rebecca L. Rausch relative to inpatient mental health care treatment, report the accompanying bill (Senate, No. 2785)."
3602,1737345,1,MA,21,S1675,B,1,S,52,S,52,Relative to defining Court Service Coordinator in Group 2,For legislation relative to defining Court Service Coordinator in Group 2. Public Service.
3603,1740866,1,MA,21,H1668,B,1,H,51,H,51,Requiring only a justice to remove a trial default of a defendant who fails to appear at trial,Relative to the removal of a trial default of defendants who fail to appear at trial. The Judiciary.
3604,1741335,1,MA,21,H3470,B,1,H,51,H,51,Relative to roadway safety,Relative to roadway safety. Transportation.
3605,1736445,1,MA,21,S695,B,1,S,52,S,52,Relative to the workers’ compensation premium payment schedules for small businesses,For legislation relative to the workers’ compensation premium payment schedules for small businesses. Financial Services.
3606,1733526,1,MA,21,S1250,B,1,S,52,S,52,To establish a commission to study substance use disorder and treatment disparities in the minority community,"For legislation to establish a commission to study substance use disorder and treatment disparities in the minority community. Mental Health, Substance Use and Recovery."
3607,1736762,1,MA,21,S1780,B,1,S,52,S,52,"To promote jobs and economic growth in tourism, visitation and hospitality","For legislation to promote jobs and economic growth in tourism, visitation and hospitality. Revenue."
3608,1736078,1,MA,21,S1774,B,1,S,52,S,52,Relative to the surplus from a tax title sale,For legislation relative to the surplus from a tax title sale. Revenue.
3609,1739069,1,MA,21,H178,B,1,H,51,H,51,Relative to the family medical history of adopted children,"Relativerelative to the family medical history of adopted children. Children, Families and Persons with Disabilities."
3610,1733926,1,MA,21,S1022,B,1,S,52,S,52,To protect the privacy of 911 callers,For legislation to protect the privacy of 911 callers. The Judiciary.
3611,1736634,1,MA,21,S1768,B,1,S,52,S,52,Improving the earned income credit for working families,For legislation to improve the earned income credit for working families. Revenue.
3612,1737468,1,MA,21,H740,B,1,H,51,H,51,Resolve providing for a special commission on the field of emergency management,Relative to the field of emergency management. Emergency Preparedness and Management.
3613,1738950,1,MA,21,H1083,B,1,H,51,H,51,To facilitate alternatives to foreclosure,For legislation to facilitate alternatives to foreclosures. Financial Services.
3614,1738763,1,MA,21,H630,B,1,H,51,H,51,Relative to intensive case management for clinically complex older adults,Relative to intensive case management for clinically complex older adults. Elder Affairs.
3615,1873370,1,MA,21,S2732,B,1,S,52,S,52,Relative to wastewater treatment and disposal in the town of Sandwich,For legislation relative to wastewater treatment and disposal in the town of Sandwich. Environment and Natural Resources. [Local Approval Received.]
3616,1735670,1,MA,21,S587,B,1,S,52,S,52,Creating the commercial fisheries offshore wind mitigation fund,For legislation to create the commercial fisheries offshore wind mitigation fund. Environment and Natural Resources.
3617,1739643,1,MA,21,H2011,B,1,H,51,H,51,To expand equity and access to patient centered care for substance abuse disorder,"For legislation to expand equity and access to patient centered care for substance abuse disorders. Mental Health, Substance Use and Recovery."
3618,1741918,1,MA,21,H679,B,1,H,51,H,51,Promoting political participation,For legislation to create a payroll deduction for voluntary contributions to not-for-profit social welfare organizations and candidate or other political committees. Election Laws.
3619,1742475,1,MA,21,H1928,B,1,H,51,H,51,Relative to occupational presumption and COVID-19,Relative to certain frontline healthcare workers experiencing symptoms of or being infected with COVID-19. Labor and Workforce Development.
3620,1740625,1,MA,21,H3511,B,1,H,51,H,51,Relative to annuities for widows and surviving relatives of veterans,Relativerelatives of veterans. Veterans and Federal Affairs.
3621,1736919,1,MA,21,S1794,B,1,S,52,S,52,Supporting residents and communities in resolving tax,For legislation to support residents and communities in resolving tax. Revenue.
3622,1738507,1,MA,21,H444,B,1,H,51,H,51,To expand the use of career and academic plans,For legislation to expand the use of career and academic plans. Education.
3623,1737215,1,MA,21,S2321,B,1,S,52,S,52,Excluding Chapter 115 payments to veterans from gross household income calculation,For legislation to exclude Chapter 115 payments to veterans from gross household income calculation. Veterans and Federal Affairs.
3624,1735839,1,MA,21,S480,B,1,S,52,S,52,Protecting wastewater and sewerage systems through the labeling of non-flushable wipes,For legislation to protect wastewater and sewerage systems through the labeling of non-flushable wipes. Environment and Natural Resources.
3625,1739337,1,MA,21,H490,B,1,H,51,H,51,Relative to emergency stock supply of epinephrine in schools,Relative to emergency stock supply of epinephrine in schools. Education.
3626,1735968,1,MA,21,S222,B,1,S,52,S,52,Relative to the collection of debt,For legislation relative to the collection of debt. Consumer Protection and Professional Licensure.
3627,1736480,1,MA,21,S1219,B,1,S,52,S,52,To establish a standard for prevention of heat illness in outdoor public sector workers,For legislation to establish a standard for prevention of heat illness in outdoor public sector workers. Labor and Workforce Development.
3628,1885446,2,MA,21,S2933,B,1,S,52,S,52,Providing for the disposition of certain property in the town of Upton,"For legislation to provide for the disposition of certain property in the town of Upton, reports recommending that the accompanying bill (Senate, No. 2933) ought to pas"
3629,1733980,1,MA,21,S2303,B,1,S,52,S,52,Relative to the expansion of the commuter rail and ferry low-income fare program,For legislation to expand the commuter rail and ferry low-income fare program. Transportation.
3630,1782102,1,MA,21,H4154,B,1,H,51,H,51,Relative to stores offering digital coupons,Relative to stores offering digital coupons. Consumer Protection and Professional Licensure.
3631,1885212,2,MA,21,H4941,B,1,H,51,H,51,Relative to boater safety to be known as the Hanson Milone Act,Relative to boater safety to be known as the Hanson Milone Act
3632,1736166,1,MA,21,S688,B,1,S,52,S,52,Reforming auto body labor rates,For legislation to reform auto body labor rates. Financial Services.
3633,1733849,1,MA,21,S1007,B,1,S,52,S,52,Relative to probation violations,For legislation relative to probation violations. The Judiciary.
3634,1733838,1,MA,21,S1582,B,1,S,52,S,52,Relative to media access and transparency in correctional facilities,For legislation relative to media access and transparency in correctional facilities. Public Safety and Homeland Security.
3635,1739127,1,MA,21,H948,B,1,H,51,H,51,Requiring prospective payment system methodology for reimbursement to community health centers,Relative to the rate of payment for certain federally qualified health center services provided to patients by community health centers. Financial Services.
3636,1741349,1,MA,21,H2187,B,1,H,51,H,51,Relative to conducting fetal and infant mortality review,Relative to conducting fetal and infant mortality review. Public Health.
3637,1733589,1,MA,21,S528,B,1,S,52,S,52,To establish a free snowmobile weekend,For legislation to establish a free snowmobile weekend. Environment and Natural Resources.
3638,1735632,1,MA,21,S1088,B,1,S,52,S,52,Relative to the protection of police officers,For legislation relative to the protection of police officers. The Judiciary.
3639,1733620,1,MA,21,S1745,B,1,S,52,S,52,Relative to creditable service for school business administrators,For legislation relative to creditable service for school business administrators. Public Service.
3640,1742620,1,MA,21,H3101,B,1,H,51,H,51,Naming the Eastern Brook Trout as the official freshwater fish of the Commonwealth,For legislation to designate the Eastern Brook Trout as the official freshwater fish of the Commonwealth. State Administration and Regulatory Oversight.
3641,1740347,1,MA,21,H3336,B,1,H,51,H,51,Concerning the safety of children on school buses,Relative to the safety of children on school buses. Transportation.
3642,1644662,1,MA,21,S6,B,1,S,52,S,52,Pocket Veto of certain legislation,"A communication from His Excellency the Governor, Charles D. Baker, stating his disapproval of certain legislation from the 192nd General Court"
3643,1877880,1,MA,21,S2779,B,1,S,52,S,52,Order relative to authorizing the joint committee on Public Safety and Homeland Security to make an investigation and study of a certain current Senate document relative to public safety services.,"For legislation relative to lawfully owed DNA, report the accompanying Order (Senate, No. 2779)."
3644,1733594,1,MA,21,S1118,B,1,S,52,S,52,Further clarifying dog bite liability,For legislation to further clarify dog bite liability. The Judiciary.
3645,1737284,1,MA,21,S1880,B,1,S,52,S,52,Closing a corporate tax haven loophole,For legislation to close a corporate tax haven loophole. Revenue.
